Column 1;Column 2;Summary;Score;Column 5;CPU;Column 7;Column 8;Motherboard;OS;Column 11;Column 12;GPU;GPU Vendor;Column 15
831;anielsen71;Intel Core i9-9900KSMSI GeForce RTX 2080 SUPER  (TU104);7010;Created:16 April 2020 (11:46);CPU Name:Intel Core i9-9900KS;Physical / Logical CPUs: 8 / 16;CPU Clock (max):4008 MHz;Motherboard:ASUS ROG STRIX Z390-F GAMING;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:442.59;GPU Name:GeForce RTX 2080 SUPER  (TU104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):7750 MHzGPU Core clock (max):1995 MHzGPU Temp min/max:51 / 78 C° FPS min/avg/max: 40.89 / 52.44 / 67.16 Detailed score info
831;hadrian.diaz;Intel Core i7-9700KEVGA GeForce RTX 2080 Rev. A  (TU104);7010;Created:06 August 2020 (03:37);CPU Name:Intel Core i7-9700K;Physical / Logical CPUs: 8 / 8;CPU Clock (max):3601 MHz;Motherboard:ASRock Z390 Steel Legend;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:451.67;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):7000 MHzGPU Core clock (max):1980 MHzGPU Temp min/max:55 / 78 C° FPS min/avg/max: 40.45 / 52.44 / 67.46 Detailed score info
831;dks;Intel Core i7-7740XEVGA GeForce RTX 2080 Rev. A  (TU104);7010;Created:19 November 2019 (03:35);CPU Name:Intel Core i7-7740X;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4296 MHz;Motherboard:ASUS TUF X299 MARK 2;OS:Windows 10  (build 19025);Graphics API: DirectX ;GPU Driver:441.2;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):7000 MHzGPU Core clock (max):1980 MHzGPU Temp min/max:30 / 51 C° FPS min/avg/max: 40.91 / 52.43 / 67.78 Detailed score info
832;rory_jacobs;Intel Core i9-10900KNVIDIA GeForce RTX 2070 SUPER  (TU104);7005;Created:28 June 2020 (02:58);CPU Name:Intel Core i9-10900K;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS XII APEX;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:451.48;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):8100 MHzGPU Core clock (max):2145 MHzGPU Temp min/max:28 / 52 C° FPS min/avg/max: 40.29 / 52.4 / 66.48 Detailed score info
832;andrea.colombi01;Intel Core i7-5960XNVIDIA TITAN X  (GP102);7005;Created:23 November 2017 (13:34);CPU Name:Intel Core i7-5960X;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3001 MHz;Motherboard:ASUS RAMPAGE V EXTREME;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:TITAN X  (GP102);GPU Vendor:NVIDIA;GPU Memory:12288 MBGPU Memory clock (max):5953 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:23 / 33 C° FPS min/avg/max: 42.37 / 52.4 / 59.52 Detailed score info
833;nhazinakis44141;AMD Ryzen 7 3700X 8-Core ProcessorNVIDIA GeForce RTX 2070 SUPER;7002;Created:14 September 2019 (21:09);CPU Name:AMD Ryzen 7 3700X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:Gigabyte X570 AORUS ELITE;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:436.3;GPU Name:GeForce RTX 2070 SUPER;GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):8000 MHzGPU Core clock (max):2115 MHzGPU Temp min/max:30 / 57 C° FPS min/avg/max: 40.28 / 52.37 / 65.25 Detailed score info
834;Melcarhus;Intel Core i9-9900KASUS GeForce RTX 2080 SUPER  (TU104);6998;Created:18 July 2020 (16:09);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:ASUS ROG STRIX Z390-F GAMING;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:446.14;GPU Name:GeForce RTX 2080 SUPER  (TU104);GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):7750 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:41 / 66 C° FPS min/avg/max: 38.66 / 52.34 / 62.16 Detailed score info
835;MagicCookie;Intel Core i9-9900KMSI GeForce RTX 2080 SUPER  (TU104);6996;Created:30 November 2019 (18:13);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:ASUS TUF Z390M-PRO GAMING (WI-FI);OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:441.2;GPU Name:GeForce RTX 2080 SUPER  (TU104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):7750 MHzGPU Core clock (max):2010 MHzGPU Temp min/max:42 / 85 C° FPS min/avg/max: 39.86 / 52.33 / 69.16 Detailed score info
836;gregex419;Intel Core i9-9820XEVGA GeForce RTX 2080 SUPER  (TU104);6994;Created:01 August 2020 (23:49);CPU Name:Intel Core i9-9820X;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3312 MHz;Motherboard:Gigabyte X299X AORUS MASTER;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:451.77;GPU Name:GeForce RTX 2080 SUPER  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):7750 MHzGPU Core clock (max):1980 MHzGPU Temp min/max:45 / 76 C° FPS min/avg/max: 40.25 / 52.32 / 68.56 Detailed score info
837;wi_hd;Intel Core i7-8700ASUS GeForce RTX 2070 SUPER;6993;Created:19 October 2019 (16:07);CPU Name:Intel Core i7-8700;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3192 MHz;Motherboard:ASUS PRIME Z370-A;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:431.6;GPU Name:GeForce RTX 2070 SUPER;GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):7893 MHzGPU Core clock (max):2115 MHzGPU Temp min/max:32 / 58 C° FPS min/avg/max: 40.5 / 52.31 / 61.44 Detailed score info
838;EvildeaditE;Intel Core i7-8086KNVIDIA TITAN Xp  (GP102);6986;Created:15 May 2019 (00:08);CPU Name:Intel Core i7-8086K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):4001 MHz;Motherboard:ASUS ROG MAXIMUS X HERO;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:419.17;GPU Name:TITAN Xp  (GP102);GPU Vendor:NVIDIA;GPU Memory:12288 MBGPU Memory clock (max):6300 MHzGPU Core clock (max):2075 MHzGPU Temp min/max:28 / 48 C° FPS min/avg/max: 42.16 / 52.25 / 59.99 Detailed score info
839;L8Knighter.TV;AMD Ryzen 5 3600 6-Core ProcessorEVGA GeForce RTX 2070 SUPER  (TU104);6974;Created:02 March 2020 (00:47);CPU Name:AMD Ryzen 5 3600 6-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3600 MHz;Motherboard:MSI B450 TOMAHAWK MAX (MS-7C02);OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:442.5;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):8100 MHzGPU Core clock (max):2130 MHzGPU Temp min/max:38 / 61 C° FPS min/avg/max: 39.94 / 52.17 / 67.46 Detailed score info
840;GRAE;AMD Ryzen 7 3700X 8-Core ProcessorASUS GeForce RTX 2070 SUPER  (TU104);6972;Created:30 January 2020 (18:34);CPU Name:AMD Ryzen 7 3700X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3593 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:441.87;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):8000 MHzGPU Core clock (max):2175 MHzGPU Temp min/max:34 / 66 C° FPS min/avg/max: 40.39 / 52.15 / 62.17 Detailed score info
841;m533;Intel Core i7-9700KGigabyte GeForce RTX 2070 SUPER;6965;Created:28 June 2020 (07:57);CPU Name:Intel Core i7-9700K;Physical / Logical CPUs: 8 / 8;CPU Clock (max):3600 MHz;Motherboard:ASUS ROG STRIX Z390-E GAMING;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:451.48;GPU Name:GeForce RTX 2070 SUPER;GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):7901 MHzGPU Core clock (max):2130 MHzGPU Temp min/max:27 / 60 C° FPS min/avg/max: 39.94 / 52.1 / 67.47 Detailed score info
842;SwingLifeAway92;AMD Ryzen 7 2700X Eight-Core ProcessorNVIDIA TITAN Xp COLLECTORS EDITION  (GP102);6959;Created:19 October 2018 (23:47);CPU Name:AMD Ryzen 7 2700X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3700 MHz;Motherboard:ASUSTeK ROG CROSSHAIR VII HERO (WI-FI);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:399.24;GPU Name:TITAN Xp COLLECTORS EDITION  (GP102);GPU Vendor:NVIDIA;GPU Memory:12288 MBGPU Memory clock (max):6355 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:27 / 46 C° FPS min/avg/max: 41.19 / 52.05 / 61.93 Detailed score info
843;TheZooLander;AMD Ryzen 7 2700X Eight-Core ProcessorASUS GeForce RTX 2070 SUPER  (TU104);6943;Created:06 August 2020 (21:47);CPU Name:AMD Ryzen 7 2700X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3700 MHz;Motherboard:ASUS ROG CROSSHAIR VI EXTREME;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:451.67;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):7140 MHzGPU Core clock (max):2175 MHzGPU Temp min/max:28 / 54 C° FPS min/avg/max: 40.06 / 51.94 / 66.98 Detailed score info
844;Titanism;Intel Core i5-7500Gigabyte GeForce RTX 2080 Rev. A  (TU104);6942;Created:25 November 2018 (17:20);CPU Name:Intel Core i5-7500;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3408 MHz;Motherboard:ASUSTeK PRIME Z270-AR;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:416.94;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):7069 MHzGPU Core clock (max):2040 MHzGPU Temp min/max:33 / 72 C° FPS min/avg/max: 40.65 / 51.93 / 66.87 Detailed score info
845;chr.truk;Intel Core i5-8600KNVIDIA GeForce RTX 2080 Rev. A  (TU104);6940;Created:16 March 2019 (20:25);CPU Name:Intel Core i5-8600K;Physical / Logical CPUs: 6 / 6;CPU Clock (max):3600 MHz;Motherboard:MSI MPG Z390 GAMING PRO CARBON (MS-7B17);OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:419.35;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):7000 MHzGPU Core clock (max):1935 MHzGPU Temp min/max:36 / 73 C° FPS min/avg/max: 40 / 51.91 / 61.9 Detailed score info
845;orkandk;AMD Ryzen 5 3600X 6-Core ProcessorNVIDIA GeForce RTX 2070 SUPER  (TU104);6940;Created:01 February 2020 (03:58);CPU Name:AMD Ryzen 5 3600X 6-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3793 MHz;Motherboard:ASUS ROG CROSSHAIR VII HERO (WI-FI);OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:441.87;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):8000 MHzGPU Core clock (max):2085 MHzGPU Temp min/max:44 / 67 C° FPS min/avg/max: 40.5 / 51.91 / 65.47 Detailed score info
846;Cynikaly;Intel Core i7-8700KNVIDIA TITAN Xp  (GP102);6938;Created:29 August 2018 (21:58);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS X HERO;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:399.07;GPU Name:TITAN Xp  (GP102);GPU Vendor:NVIDIA;GPU Memory:12288 MBGPU Memory clock (max):6264 MHzGPU Core clock (max):2075 MHzGPU Temp min/max:35 / 56 C° FPS min/avg/max: 40.72 / 51.9 / 63.57 Detailed score info
847;HeavyHemi;Intel Core i7-6850KEVGA GeForce GTX 1080 Ti  (GP102);6936;Created:26 January 2018 (05:04);CPU Name:Intel Core i7-6850K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3601 MHz;Motherboard:EVGA 151-BE-E097;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:390.65;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):6277 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:18 / 45 C° FPS min/avg/max: 40.62 / 51.88 / 60.92 Detailed score info
848;aaron.r.zimmerman;Intel Core i9-9900KGigabyte GeForce RTX 2080 Rev. A  (TU104);6934;Created:05 October 2019 (05:58);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:Gigabyte Z390 AORUS ULTRA-CF;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:436.48;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):7000 MHzGPU Core clock (max):1965 MHzGPU Temp min/max:54 / 75 C° FPS min/avg/max: 40.84 / 51.87 / 60.63 Detailed score info
849;jon-wells;AMD Ryzen 7 3700X 8-Core ProcessorGigabyte GeForce RTX 2070 SUPER;6930;Created:08 November 2020 (11:51);CPU Name:AMD Ryzen 7 3700X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):4300 MHz;Motherboard:MSI B450M MORTAR MAX (MS-7B89);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:452.06;GPU Name:GeForce RTX 2070 SUPER;GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):8000 MHzGPU Core clock (max):2130 MHzGPU Temp min/max:30 / 58 C° FPS min/avg/max: 40.21 / 51.84 / 67.06 Detailed score info
850;jnoble5265;Intel Core i7-8700KASUS GeForce GTX 1080 Ti  (GP102);6926;Created:03 March 2018 (22:23);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS X HERO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:390.77;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:ASUS;GPU Memory:11264 MBGPU Memory clock (max):6285 MHzGPU Core clock (max):2088 MHzGPU Temp min/max:26 / 34 C° FPS min/avg/max: 40.66 / 51.81 / 62.26 Detailed score info
851;warrenfab;AMD Ryzen 5 5600X 6-Core ProcessorNVIDIA GeForce RTX 2070 SUPER  (TU104);6925;Created:12 November 2020 (09:26);CPU Name:AMD Ryzen 5 5600X 6-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):4200 MHz;Motherboard:ASRock X570 Steel Legend;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:451.67;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):7504 MHzGPU Core clock (max):2190 MHzGPU Temp min/max:30 / 72 C° FPS min/avg/max: 39.94 / 51.8 / 62.44 Detailed score info
852;the.desktop.doc;AMD Ryzen 9 3900X 12-Core ProcessorGigabyte GeForce RTX 2070 SUPER  (TU104);6916;Created:25 July 2020 (05:36);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3793 MHz;Motherboard:ASUS ROG STRIX B550-F GAMING (WI-FI);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:451.67;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):8024 MHzGPU Core clock (max):2115 MHzGPU Temp min/max:36 / 54 C° FPS min/avg/max: 39.57 / 51.73 / 60.97 Detailed score info
853;matthew.cummings621;AMD Ryzen 5 3600 6-Core ProcessorGigabyte GeForce RTX 2070 SUPER;6910;Created:31 August 2020 (06:06);CPU Name:AMD Ryzen 5 3600 6-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3593 MHz;Motherboard:ASUS TUF GAMING X570-PLUS (WI-FI);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:451.67;GPU Name:GeForce RTX 2070 SUPER;GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):8000 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:48 / 61 C° FPS min/avg/max: 40.23 / 51.69 / 62.49 Detailed score info
854;dobe2049;AMD Ryzen 7 2700X Eight-Core ProcessorEVGA GeForce RTX 2080 SUPER  (TU104);6905;Created:20 September 2020 (06:48);CPU Name:AMD Ryzen 7 2700X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3700 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:452.06;GPU Name:GeForce RTX 2080 SUPER  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):7593 MHzGPU Core clock (max):2070 MHzGPU Temp min/max:42 / 61 C° FPS min/avg/max: 36.01 / 51.65 / 70.8 Detailed score info
855;peterspringsholz;Intel Core i7-9700KFNVIDIA GeForce RTX 2070 SUPER  (TU104);6904;Created:26 June 2020 (15:29);CPU Name:Intel Core i7-9700KF;Physical / Logical CPUs: 8 / 8;CPU Clock (max):3600 MHz;Motherboard:Gigabyte Z390 DESIGNARE-CF;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:446.14;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):8250 MHzGPU Core clock (max):2145 MHzGPU Temp min/max:30 / 52 C° FPS min/avg/max: 38.61 / 51.64 / 66.6 Detailed score info
855;miura.allan;Intel Core i7-8700MSI GeForce RTX 2080 Rev. A  (TU104);6904;Created:22 August 2019 (13:30);CPU Name:Intel Core i7-8700;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3192 MHz;Motherboard:ASUS PRIME B360M-K;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:436.02;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):7000 MHzGPU Core clock (max):1935 MHzGPU Temp min/max:57 / 76 C° FPS min/avg/max: 40.91 / 51.64 / 60.48 Detailed score info
856;Extreme4kGaming;Intel Core i7-6700KNVIDIA TITAN X  (GP102);6878;Created:13 March 2018 (02:47);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:Gigabyte Z170X-Gaming 7;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:391.01;GPU Name:TITAN X  (GP102);GPU Vendor:NVIDIA;GPU Memory:12288 MBGPU Memory clock (max):6003 MHzGPU Core clock (max):2126 MHzGPU Temp min/max:30 / 38 C° FPS min/avg/max: 41.79 / 51.44 / 61.09 Detailed score info
857;dec5562;Intel Core i5-9400FEVGA GeForce RTX 2070 SUPER  (TU104);6870;Created:21 January 2020 (23:37);CPU Name:Intel Core i5-9400F;Physical / Logical CPUs: 6 / 6;CPU Clock (max):2901 MHz;Motherboard:ASRock Z390 Phantom Gaming 4;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:441.87;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):8200 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:38 / 71 C° FPS min/avg/max: 39.7 / 51.39 / 65.95 Detailed score info
858;bjtags69;Intel Xeon X5670NVIDIA TITAN Xp  (GP102);6857;Created:08 October 2018 (13:03);CPU Name:Intel Xeon X5670;Physical / Logical CPUs: 6 / 12;CPU Clock (max):4664 MHz;Motherboard:Gigabyte X58A-OC;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:416.16;GPU Name:TITAN Xp  (GP102);GPU Vendor:NVIDIA;GPU Memory:12288 MBGPU Memory clock (max):6300 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:32 / 70 C° FPS min/avg/max: 41.13 / 51.29 / 61.37 Detailed score info
859;kedarwolf;Intel Core i7-5960XASUS GeForce GTX 1080 Ti  (GP102);6852;Created:10 November 2017 (07:30);CPU Name:Intel Core i7-5960X;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3001 MHz;Motherboard:ASUS STRIX X99 GAMING;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.13;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:ASUS;GPU Memory:11264 MBGPU Memory clock (max):6237 MHzGPU Core clock (max):2126 MHzGPU Temp min/max:27 / 43 C° FPS min/avg/max: 40.61 / 51.25 / 59.87 Detailed score info
860;cjnaruto3;AMD Ryzen 7 3700X 8-Core ProcessorASUS GeForce GTX 1080 Ti  (GP102);6851;Created:03 August 2019 (17:56);CPU Name:AMD Ryzen 7 3700X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):4343 MHz;Motherboard:ASUS ROG CROSSHAIR VII HERO;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:431.36;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:ASUS;GPU Memory:11264 MBGPU Memory clock (max):6210 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:14 / 56 C° FPS min/avg/max: 40.35 / 51.24 / 88.67 Detailed score info
861;Pryde-2;AMD Ryzen 9 3900X 12-Core ProcessorAMD Radeon VII  (Vega 20);6848;Created:12 September 2019 (23:45);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3800 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:19.5.2;GPU Name:Radeon VII  (Vega 20);GPU Vendor:AMD;GPU Memory:16368 MBGPU Memory clock (max):1001 MHzGPU Core clock (max):1802 MHzGPU Temp min/max:N/A FPS min/avg/max: 40.15 / 51.22 / 60.4 Detailed score info
862;martin.white;Intel Core i9-10980XEEVGA GeForce RTX 2070 SUPER  (TU104);6847;Created:10 October 2020 (18:07);CPU Name:Intel Core i9-10980XE;Physical / Logical CPUs: 18 / 36;CPU Clock (max):3000 MHz;Motherboard:Gigabyte X299X AORUS XTREME WF;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:445.87;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):7800 MHzGPU Core clock (max):2145 MHzGPU Temp min/max:42 / 67 C° FPS min/avg/max: 40.04 / 51.22 / 65.03 Detailed score info
862;ghost_face_killer_12345;AMD Ryzen 7 3700X 8-Core ProcessorASUS GeForce RTX 2070 SUPER  (TU104);6847;Created:20 June 2020 (13:50);CPU Name:AMD Ryzen 7 3700X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3593 MHz;Motherboard:ASUS PRIME X470-PRO;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:446.14;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):8049 MHzGPU Core clock (max):2085 MHzGPU Temp min/max:32 / 67 C° FPS min/avg/max: 39.49 / 51.21 / 62.88 Detailed score info
863;Zeroa;Intel Core i9-10900KMSI GeForce RTX 2080 Rev. A  (TU104);6843;Created:03 October 2020 (02:03);CPU Name:Intel Core i9-10900K;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3696 MHz;Motherboard:Gigabyte Z490 AORUS MASTER;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):8100 MHzGPU Core clock (max):2070 MHzGPU Temp min/max:29 / 61 C° FPS min/avg/max: 40.65 / 51.18 / 66.42 Detailed score info
864;Tizetrash;Intel Core i5 760NVIDIA GeForce RTX 2070 SUPER  (TU104);6842;Created:19 June 2020 (14:38);CPU Name:Intel Core i5 760;Physical / Logical CPUs: 4 / 4;CPU Clock (max):4074 MHz;Motherboard:Gigabyte P55A-UD4;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:446.14;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):8200 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:27 / 52 C° FPS min/avg/max: 39.66 / 51.18 / 66.4 Detailed score info
865;Ignem;Intel Core i7-7700KGigabyte GeForce RTX 2080 Rev. A  (TU104);6837;Created:13 June 2019 (17:37);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS MAXIMUS IX HERO;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:430.86;GPU Name:GeForce RTX 2080 Rev. A  (TU104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):7000 MHzGPU Core clock (max):1965 MHzGPU Temp min/max:49 / 75 C° FPS min/avg/max: 40.22 / 51.14 / 60.12 Detailed score info
866;mattjlee52;AMD Ryzen 7 2700X Eight-Core ProcessorEVGA GeForce RTX 2070 SUPER  (TU104);6832;Created:26 December 2019 (02:58);CPU Name:AMD Ryzen 7 2700X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):4100 MHz;Motherboard:ASUS ROG STRIX B450-F GAMING;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:441.66;GPU Name:GeForce RTX 2070 SUPER  (TU104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):7901 MHzGPU Core clock (max):2115 MHzGPU Temp min/max:31 / 60 C° FPS min/avg/max: 40.09 / 51.1 / 60.41 Detailed score info
867;regesrmuller;Intel Core i7-8700KNVIDIA TITAN Xp  (GP102);6830;Created:25 May 2018 (18:22);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3701 MHz;Motherboard:ASUS PRIME Z370-A;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:397.64;GPU Name:TITAN Xp  (GP102);GPU Vendor:NVIDIA;GPU Memory:12288 MBGPU Memory clock (max):6023 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:25 / 67 C° FPS min/avg/max: 41.58 / 51.09 / 61.84 Detailed score info
